what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337589746358
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337589748233
closed,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337589748241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.linkWithEditor",1337589749804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589758679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589763292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589768081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589771522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589783167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589832605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1337589836151
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589863287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589863391
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337589880066
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337589880489
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337589880670
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337589885412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337589891738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589892480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337589986657
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337589989348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1337589990586
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1337589993697
