what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337343811489
error,log,,,"IWAE0027E Could not retrieve the validation configuration for resource ParejasFrontEnd.",1337343822038
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1337343849819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337343867749
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide.configureFilters",1337343927703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337343927813
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337343930081
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1337343933921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337343940345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337343947897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337343954375
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337343957899
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337343958437
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337343958559
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337343959983
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1337343983828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337343995823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344004197
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1337344007090
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337344008456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337344010787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337344017630
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337344019911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1337344021601
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337344026717
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337344030526
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337344030625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1337344041774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337344045357
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337344048209
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337344048300
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1337344050896
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337344066672
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1337344067085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344070869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344073065
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1337344073479
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337344091398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344105152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1337344115545
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344116262
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1337344123449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344157771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344179095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344181367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344194789
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337344196444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344228868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1337344234853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344235410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337344447105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345052688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345057121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345098734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345105978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1337345115159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345115657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345130033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1337345135577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345136286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345167970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345173421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345175003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345183139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345185345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345210195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345216948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345297982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345299517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337345508955
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1337345516566
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337499687608
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337499694417
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1337499695276
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337499695470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337499706373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337499746704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337499750011
