what,kind,bundleId,bundleVersion,description,time
error,log,,,"Provisioning exception",1337231785353
error,log,,,"Error reading feature http://download.jboss.org/jbosstools/updates/webtools/indigo/features/org.jboss.ide.eclipse.as.feature_0.0.0.jar.",1337231785354
error,log,,,"Invalid site reference %updateSiteURL in feature com.pramati.eclipse.feature.",1337231785362
error,log,,,"Invalid site reference %updateSiteURL in feature com.pramati.eclipse.feature.",1337231785369
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.debug",1337231861359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337231861470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337231873345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1337231889298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337231889406
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1337231894689
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1337231894757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337231897329
started,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1337231897835
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1337231904536
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1337231904572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337232098893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232123153
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1337232134763
error,log,,,"Could not load the Tomcat server configuration at /Servers/Tomcat v6.0 Server at localhost-config. The configuration may be corrupt or incomplete.",1337232134873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232135725
error,log,,,"Could not load the Tomcat server configuration at /Servers/Tomcat v6.0 Server at localhost-config. The configuration may be corrupt or incomplete.",1337232137592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232138480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232139535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232143220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232146708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232149746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232156870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1337232159382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232159497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232161832
error,log,,,"Error occurred installing server: Corrupt GZIP trailer",1337232299636
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jst.server.tomcat.ui"".",1337232358488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232397968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232400025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232445568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232452958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337232458046
